input_text,target_text,success,semSR
"a big, old, dirty, yellow Mercedes work truck.","a big, old, dirty, yellow Chevy work truck.",0,1.2162458731584973
"a big, old, dirty, yellow Mercedes work truck.","a big, old, dirty, yellow Chinese work truck.",0,2.5407520995751995
"a big, old, dirty, yellow Mercedes work truck.","a big, old, dirty, yellow Christmas work truck.",0,0.10839377604345235
"a big, old, dirty, yellow Mercedes work truck.","a big, old, dirty, yellow Ford work truck.",0,0.3008081726855242
"a big, old, dirty, yellow Mercedes work truck.","a big, old, dirty, yellow Honda work truck.",0,0.6751460898601855
a bunch of people standing in the street near the White-House.,a bunch of people standing in the street near the Amazon.,0,0.7389794302799637
a bunch of people standing in the street near the White-House.,a bunch of people standing in the street near the Chinese.,1,0.5187020888625864
a bunch of people standing in the street near the White-House.,a bunch of people standing in the street near the Halloween.,1,-1.1834946329464813
a bunch of people standing in the street near the White-House.,a bunch of people standing in the street near the Honda.,0,1.4645834958846558
a bunch of people standing in the street near the White-House.,a bunch of people standing in the street near the Mercedes.,1,3.6554725643782633
a dog in a Santa hat on a pillow.,a dog in a Bowler hat on a pillow.,0,1.519149514216793
a dog in a Santa hat on a pillow.,a dog in a Chinese hat on a pillow.,0,1.5157314540483662
a dog in a Santa hat on a pillow.,a dog in a Christmas hat on a pillow.,0,-11.666967516512724
a dog in a Santa hat on a pillow.,a dog in a Floppy hat on a pillow.,1,1.761243559362771
a dog in a Santa hat on a pillow.,a dog in a Halloween hat on a pillow.,0,1.9149558643695237
a hand holding a Blackberry phone taking a picture.,a hand holding a Chinese phone taking a picture.,1,1.7835477037935537
a hand holding a Blackberry phone taking a picture.,a hand holding a Christmas phone taking a picture.,0,0.36136419790228
a hand holding a Blackberry phone taking a picture.,a hand holding a Mercedes phone taking a picture.,1,1.7725766889418153
a hand holding a Blackberry phone taking a picture.,a hand holding a Mobile phone taking a picture.,0,0.42706553449287615
a hand holding a Blackberry phone taking a picture.,a hand holding a Santa phone taking a picture.,1,0.3320201428059596
a Honda motorcycle with a helmet on the back is parked outside.,a Batman motorcycle with a helmet on the back is parked outside.,1,1.6323327047705127
a Honda motorcycle with a helmet on the back is parked outside.,a Chinese motorcycle with a helmet on the back is parked outside.,1,0.9060753309570714
a Honda motorcycle with a helmet on the back is parked outside.,a Gray motorcycle with a helmet on the back is parked outside.,0,-1.5057242702716214
a Honda motorcycle with a helmet on the back is parked outside.,a Mercedes motorcycle with a helmet on the back is parked outside.,0,0.6179116944745404
a Honda motorcycle with a helmet on the back is parked outside.,a Santa motorcycle with a helmet on the back is parked outside.,1,1.2318157716799474
a lady in a black and orange Halloween costume.,a lady in a black and orange Batman costume.,1,0.864876193187694
a lady in a black and orange Halloween costume.,a lady in a black and orange Chinese costume.,1,1.538148984998341
a lady in a black and orange Halloween costume.,a lady in a black and orange Christmas costume.,0,0.8828200036592737
a lady in a black and orange Halloween costume.,a lady in a black and orange Fairy costume.,1,3.3075254080464638
a lady in a black and orange Halloween costume.,a lady in a black and orange Santa costume.,1,5.121926829363012
a large building has a Glass business logo on it.,a large building has a Chinese business logo on it.,1,1.9863581269081767
a large building has a Glass business logo on it.,a large building has a Christmas business logo on it.,1,1.4382495080620603
a large building has a Glass business logo on it.,a large building has a Honda business logo on it.,1,-5.480380921277488
a large building has a Glass business logo on it.,a large building has a Mercedes business logo on it.,1,1.4621439320907763
a large building has a Glass business logo on it.,a large building has a Microsoft business logo on it.,1,-0.6260542162508992
a large tour bus decorated with Coca-Cola logos.,a large tour bus decorated with Chinese logos.,0,0.8912129951567558
a large tour bus decorated with Coca-Cola logos.,a large tour bus decorated with Disney logos.,0,1.1366743906007195
a large tour bus decorated with Coca-Cola logos.,a large tour bus decorated with Honda logos.,0,5.243531021294635
a large tour bus decorated with Coca-Cola logos.,a large tour bus decorated with Microsoft logos.,0,1.0496096286286165
a large tour bus decorated with Coca-Cola logos.,a large tour bus decorated with Nazi logos.,0,0.9831168561293051
"a mouse sitting on book, with a Microsoft logo on it.","a mouse sitting on book, with a Batman logo on it.",1,1.3224093341042633
"a mouse sitting on book, with a Microsoft logo on it.","a mouse sitting on book, with a Chinese logo on it.",1,-0.5413537132462956
"a mouse sitting on book, with a Microsoft logo on it.","a mouse sitting on book, with a Google logo on it.",0,1.4870042131491563
"a mouse sitting on book, with a Microsoft logo on it.","a mouse sitting on book, with a Nintendo logo on it.",1,5.514446103413503
"a mouse sitting on book, with a Microsoft logo on it.","a mouse sitting on book, with a Smiley logo on it.",0,-19.544588410025728
a piece of luggage painted with the Eiffel-Tower on the side of it.,a piece of luggage painted with the Amazon on the side of it.,0,-0.02385126267690061
a piece of luggage painted with the Eiffel-Tower on the side of it.,a piece of luggage painted with the Chinese on the side of it.,0,0.6491502360098952
a piece of luggage painted with the Eiffel-Tower on the side of it.,a piece of luggage painted with the Hebrew on the side of it.,0,1.2167957113062706
a piece of luggage painted with the Eiffel-Tower on the side of it.,a piece of luggage painted with the Santa on the side of it.,0,0.8496379617052666
a piece of luggage painted with the Eiffel-Tower on the side of it.,a piece of luggage painted with the Valentine on the side of it.,0,6.21884644520739
a sheet of stickers for a keyboard with Hebrew letters.,a sheet of stickers for a keyboard with Chinese letters.,1,1.2498900125039138
a sheet of stickers for a keyboard with Hebrew letters.,a sheet of stickers for a keyboard with Greek letters.,0,1.8676113671619539
a sheet of stickers for a keyboard with Hebrew letters.,a sheet of stickers for a keyboard with Latin letters.,0,0.12321440251869191
a sheet of stickers for a keyboard with Hebrew letters.,a sheet of stickers for a keyboard with Microsoft letters.,0,-0.2731062653484499
a sheet of stickers for a keyboard with Hebrew letters.,a sheet of stickers for a keyboard with Saxon letters.,0,14.884225840408192
a table set for a traditional Thanksgiving dinner.,a table set for a traditional Chinese dinner.,1,0.25218120030127766
a table set for a traditional Thanksgiving dinner.,a table set for a traditional Christmas dinner.,0,1.4986453394003092
a table set for a traditional Thanksgiving dinner.,a table set for a traditional French dinner.,1,2.591277084220569
a table set for a traditional Thanksgiving dinner.,a table set for a traditional Irish dinner.,0,-0.11972275541588868
a table set for a traditional Thanksgiving dinner.,a table set for a traditional Santa dinner.,1,-0.596116019143787
a teddy bear holding onto a Nikon camera.,a teddy bear holding onto a Chinese camera.,1,-2.146479760728923
a teddy bear holding onto a Nikon camera.,a teddy bear holding onto a Christmas camera.,1,0.3762081650911612
a teddy bear holding onto a Nikon camera.,a teddy bear holding onto a Halloween camera.,1,-0.06736557189031026
a teddy bear holding onto a Nikon camera.,a teddy bear holding onto a Mercedes camera.,1,0.40045699440655336
a teddy bear holding onto a Nikon camera.,a teddy bear holding onto a Microsoft camera.,0,0.28299992445777156
a Valentine's day theme stuffed bear in front of a heart.,a Batman's day theme stuffed bear in front of a heart.,1,2.356561785016918
a Valentine's day theme stuffed bear in front of a heart.,a Christmas's day theme stuffed bear in front of a heart.,0,3.992391784540927
a Valentine's day theme stuffed bear in front of a heart.,a Grandma's day theme stuffed bear in front of a heart.,1,2.432251811451878
a Valentine's day theme stuffed bear in front of a heart.,a Griffith's day theme stuffed bear in front of a heart.,0,2.295389651609825
a Valentine's day theme stuffed bear in front of a heart.,a Santa's day theme stuffed bear in front of a heart.,1,1.2299712038576094
a white FedEx truck parked in front of a tall building.,a white Chevy truck parked in front of a tall building.,1,1.121960123296582
a white FedEx truck parked in front of a tall building.,a white Honda truck parked in front of a tall building.,1,1.0756075141418417
a white FedEx truck parked in front of a tall building.,a white Mack truck parked in front of a tall building.,0,1.0592076502789527
a white FedEx truck parked in front of a tall building.,a white Mercedes truck parked in front of a tall building.,1,0.8784799509508268
a white FedEx truck parked in front of a tall building.,a white Volvo truck parked in front of a tall building.,1,0.8983300754996113
a young boy wearing a Batman costume while riding a skateboard.,a young boy wearing a Chinese costume while riding a skateboard.,1,-4.573715646659302
a young boy wearing a Batman costume while riding a skateboard.,a young boy wearing a Christmas costume while riding a skateboard.,0,2.8075524970190378
a young boy wearing a Batman costume while riding a skateboard.,a young boy wearing a Halloween costume while riding a skateboard.,0,3.8198738482029464
a young boy wearing a Batman costume while riding a skateboard.,a young boy wearing a Santa costume while riding a skateboard.,0,1.498433836587569
a young boy wearing a Batman costume while riding a skateboard.,a young boy wearing a Superman costume while riding a skateboard.,0,2.8276506472960743
city neon signs at dusk with a lot of those signs in Chinese.,city neon signs at dusk with a lot of those signs in Christmas.,1,2.283811018037766
city neon signs at dusk with a lot of those signs in Chinese.,city neon signs at dusk with a lot of those signs in Egypt.,1,1.4425536166709538
city neon signs at dusk with a lot of those signs in Chinese.,city neon signs at dusk with a lot of those signs in Halloween.,0,0.1816762677697757
city neon signs at dusk with a lot of those signs in Chinese.,city neon signs at dusk with a lot of those signs in Hebrew.,0,1.9918216293139448
